2.634187317926130406e-13 1.050444086714863327e-19
2.656426991222854987e-13 2.376107116766332138e-15
2.678854427578398983e-13 5.925431251951596419e-15
2.701471212221388356e-13 1.159732207039844901e-14
2.724278943764026402e-13 1.776767988805651104e-14
2.747279234315177277e-13 2.260651850469008401e-14
2.770473709594223995e-13 2.653132452492962626e-14
2.793864009046067938e-13 3.102263393476311124e-14
2.817451785956917991e-13 3.482169184738686994e-14
2.841238707571241879e-13 3.855561516457126201e-14
2.865226455209519248e-13 4.275157448485646261e-14
2.889416724387172104e-13 4.716371511241431789e-14
2.913811224934317175e-13 5.213782686315763585e-14
2.938411681116714827e-13 5.581883453652421637e-14
2.963219831757547980e-13 6.110670957941695625e-14
2.988237430360412214e-13 6.406591948264779076e-14
3.013466245233221207e-13 7.082104762963880007e-14
3.038908059613158762e-13 7.204706250519965521e-14
3.064564671792807702e-13 7.450913743726288628e-14
3.090437895247159753e-13 7.761360072949393970e-14
3.116529558761896191e-13 7.944855706327951201e-14
3.142841506562549999e-13 8.046259564440355880e-14
3.169375598444962503e-13 8.558816075506521536e-14
3.196133709906635658e-13 9.074176757379942762e-14
3.223117732279400530e-13 9.530943532704251520e-14
3.250329572862997570e-13 9.975379727055442135e-14
3.277771155059994301e-13 1.040025809544453473e-13
3.305444418511629939e-13 1.070259670213372735e-13
3.333351319235021151e-13 1.121819950326843457e-13
3.361493829761311922e-13 1.149787798040497262e-13
3.389873939275203230e-13 1.189760871619946370e-13
3.418493653755447534e-13 1.219188328150580118e-13
3.447354996116742762e-13 1.262769771781650063e-13
3.476460006352609286e-13 1.316713925514117383e-13
3.505810741679693657e-13 1.354302941654575488e-13
3.535409276683062396e-13 1.378554726350786060e-13
3.565257703462955871e-13 1.438957775722388873e-13
3.595358131782545857e-13 1.459235526887625241e-13
3.625712689217162776e-13 1.501192812437323394e-13
3.656323521304632137e-13 1.571779663149304065e-13
3.687192791696885274e-13 1.609391770969193340e-13
3.718322682312992807e-13 1.649491226609614230e-13
3.749715393493268934e-13 1.726431849696595617e-13
3.781373144154920631e-13 1.733049207262074279e-13
3.813298171948761118e-13 1.804243645839994327e-13
3.845492733417497515e-13 1.849879137554486379e-13
3.877959104155104470e-13 1.889039865960847162e-13
3.910699578967794703e-13 1.939114239237909119e-13
3.943716472036095206e-13 1.983172975332453421e-13
3.977012117078546616e-13 2.037645728330430653e-13
4.010588867516527427e-13 2.108250983322288918e-13
4.044449096640730658e-13 2.136155251072446876e-13
4.078595197778782528e-13 2.091913793283735887e-13
4.113029584464541349e-13 2.115793771563701271e-13
4.147754690608559132e-13 2.312516785784941054e-13
4.182772970670250169e-13 2.342803444034584808e-13
4.218086899831244533e-13 2.327752300255649566e-13
4.253698974170474316e-13 2.354138759815232746e-13
4.289611710840468002e-13 2.366948257907480449e-13
4.325827648245406853e-13 2.393439895872594613e-13
4.362349346220405607e-13 2.466686718574305796e-13
4.399179386212571320e-13 2.613645590495909797e-13
4.436320371463415279e-13 2.651700860837123715e-13
4.473774927192800213e-13 2.706928639376563303e-13
4.511545700784625783e-13 2.699101141529850198e-13
4.549635361973807045e-13 2.800608711551572989e-13
4.588046603035123456e-13 2.833675282388878565e-13
4.626782138973369445e-13 2.831710467207403503e-13
4.665844707715405313e-13 2.889539965739268867e-13
4.705237070303532408e-13 2.974356479875829697e-13
4.744962011090801456e-13 2.977381606008745989e-13
4.785022337937662835e-13 3.021910088132673458e-13
4.825420882410591909e-13 3.047012215987430342e-13
4.866160499982071449e-13 3.109618419848487501e-13
4.907244070232584454e-13 3.157313215989430758e-13
4.948674497053988300e-13 3.175991961561698701e-13
4.990454708854932604e-13 3.135529940293100479e-13
5.032587658767681639e-13 3.179991945763394946e-13
5.075076324857015812e-13 3.204651453102371392e-13
5.117923710330561919e-13 3.281183446973653738e-13
5.161132843751234780e-13 3.306756372339583046e-13
5.204706779251134916e-13 3.194031604457691858e-13
5.248648596747592935e-13 3.156533917624102093e-13
5.292961402160695216e-13 3.222660109536032825e-13
5.337648327632967410e-13 3.313588200284104017e-13
5.382712531750700785e-13 3.325487525857115811e-13
5.428157199767160739e-13 3.315960380162797057e-13
5.473985543827775410e-13 3.324685152786497208e-13
5.520200803197222606e-13 3.546769224737257366e-13
5.566806244488344361e-13 3.720756405103478634e-13
5.613805161892971934e-13 3.797369016345652171e-13
5.661200877414926788e-13 3.790162125024668695e-13
5.708996741104643228e-13 3.820728053683674983e-13
5.757196131296147766e-13 3.800977599269958739e-13
5.805802454845657108e-13 3.934100999227885605e-13
5.854819147372574280e-13 4.167939181069736768e-13
5.904249673502137695e-13 4.251169122654549618e-13
5.954097527110497644e-13 4.396628162479190801e-13
6.004366231571485115e-13 4.420815194143063960e-13
6.055059340005842360e-13 4.477405137243631286e-13
6.106180435532171037e-13 4.576638170841407159e-13
6.157733131520397634e-13 4.651261363257330595e-13
6.209721071846972625e-13 4.768321755506199058e-13
6.262147931152632346e-13 4.893324509671176171e-13
6.315017415101924895e-13 5.045054925174060340e-13
6.368333260645348230e-13 5.077550319276689373e-13
6.422099236283274504e-13 5.169371694558609219e-13
6.476319142332526990e-13 5.179334441735172452e-13
6.530996811194786660e-13 5.207670933228872798e-13
6.586136107627689726e-13 5.392671258670904006e-13
6.641740929017783104e-13 5.385398703354273234e-13
6.697815205656188010e-13 5.249434711557357286e-13
6.754362901016327462e-13 5.305339465862513810e-13
6.811388012033987307e-13 5.439770153690697574e-13
6.868894569390023768e-13 5.705868645382986427e-13
6.926886637795043026e-13 5.761386331449219719e-13
6.985368316276926252e-13 5.931950021765569311e-13
7.044343738470334747e-13 6.002514798235708956e-13
7.103817072909113032e-13 6.194322337036750726e-13
7.163792523320703355e-13 6.632289331435871505e-13
7.224274328923503585e-13 6.872913304720284083e-13
7.285266764726279944e-13 7.413719565838395928e-13
7.346774141830561493e-13 7.579575236058076950e-13
7.408800807735130852e-13 8.271204256834173457e-13
