2.5589477124386944e38	2.5069984673755946e38	2.4568584032092954e38	2.4084507255362664e38	2.361702631203763e38	2.3165450675828154e38	2.27291250842405e38	2.2307427450160376e38	2.189976691478302e38	2.150558203117541e38	2.1124339068654036e38	2.0755530428986535e38	2.0398673166155833e38	2.005330760210856e38	1.9718996031516006e38	1.939532150914231e38	1.908188671392083e38	1.8778312884308162e38	1.848423881990976e38	1.8199319944760728e38	1.792322742800288e38	1.765564735802246e38	1.7396279966415414e38	1.7144838898416985e38	1.6901050526688048e38	1.6664653305578094e38	1.643539716319829e38	1.621304292883248e38	1.5997361793394287e38	1.5788134800803307e38	1.5585152368302919e38	1.5388213833888772e38	1.5197127029137691e38	1.5011707875854635e38	1.483178000505894e38	1.4657174396937925e38	1.448772904048527e38	1.432328861163365e38	1.4163704168768232e38	1.40088328645834e38	1.3858537673314945e38	1.3712687132442829e38	1.3571155098020327e38	1.3433820512840675e38	1.3300567186701814e38	1.3171283588080569e38	1.3045862646568903e38	1.2924201565467884e38	1.2806201643973692e38	1.2691768108424385e38	1.2580809952109583e38	1.2473239783178672e38	1.2368973680207793e38	1.2267931055017533e38	1.2170034522354882e38	1.2075209776078368e38	1.198338547150671e38	1.1894493113613083e38	1.1808466950763256e38	1.1725243873718597e38	1.1644763319636623e38	1.156696718082288e38	1.1491799717996947e38	1.14192074778557e38	1.1349139214723887e38	1.1281545816099015e38	1.1216380231906462e38	1.1153597407291843e38	1.109315421878997e38	1.1035009413715402e38	1.0979123552632763e38	1.0925458954770802e38	1.0873979646253056e38	1.0824651311026256e38	1.077744124437269e38	1.0732318308902823e38	1.0689252892927108e38	1.0648216871115438e38	1.060918356735581e38	1.0572127719731065e38	1.0537025447536117e38	1.0503854220265456e38	1.0472592828502233e38	1.04432213566477e38	1.0415721157431721e38	1.0390074828151572e38	1.036626618858718e38	1.034428026054797e38	1.0324103249007635e38	1.0305722524787506e38	1.0289126608753277e38	1.02743051574918e38	1.0261248950438776e38	1.0249949878430852e38	1.0240400933658515e38	1.0232596201000097e38	1.0226530850717676e38	1.0222201132501847e38	1.0219604370851858e38	1.0218738961782724e38
2.527299338548185e38	2.477658843502001e38	2.429670117677436e38	2.3832684780030196e38	2.338392181384988e38	2.294982285948515e38	2.252982517942049e38	2.212339144299279e38	2.1730008508071626e38	2.1349186257828734e38	2.0980456491352787e38	2.0623371866612807e38	2.0277504894111154e38	1.9942446979443612e38	1.961780751292438e38	1.9303213004362755e38	1.899830626109677e38	1.8702745607369205e38	1.8416204143165367e38	1.813836904067009e38	1.786894087653765e38	1.760763299823251e38	1.7354170922748384e38	1.710829176607992e38	1.6869743701883886e38	1.6638285447833026e38	1.6413685778230906e38	1.6195723061520992e38	1.5984184821388408e38	1.5778867320216875e38	1.5579575163720757e38	1.5386120925637428e38	1.5198324791417048e38	1.5016014219905786e38	1.4839023622069416e38	1.4667194055855223e38	1.4500372936340988e38	1.4338413760361097e38	1.418117584484796e38	1.4028524078166646e38	1.3880328683762268e38	1.3736464995472414e38	1.3596813243898773e38	1.3461258353261758e38	1.3329689748194618e38	1.3202001169963567e38	1.3078090501630978e38	1.2957859601701376e38	1.2841214145820968e38	1.2728063476119589e38	1.2618320457811991e38	1.2511901342693199e38	1.240872563918329e38	1.2308715988599549e38	1.221179804734588e38	1.2117900374732378e38	1.202695432615005e38	1.1938893951342493e38	1.1853655897530324e38	1.1771179317157924e38	1.1691405780043817e38	1.1614279189729744e38	1.1539745703833326e38	1.1467753658220637e38	1.1398253494825224e38	1.1331197692949933e38	1.1266540703896073e38	1.1204238888773926e38	1.1144250459357086e38	1.1086535421849535e38	1.1031055523442608e38	1.0977774201545956e38	1.0926656535582879e38	1.087766920124657e38	1.0830780427120342e38	1.0785959953569421e38	1.0743178993818698e38	1.0702410197134939e38	1.0663627614036299e38	1.0626806663458999e38	1.059192410181177e38	1.0558957993856959e38	1.0527887685357498e38	1.049869377743556e38	1.0471358102591323e38	1.0445863702332726e38	1.042219480637398e38	1.040033681335871e38	1.0380276273072134e38	1.0362000870105895e38	1.0345499408943776e38	1.0330761800439722e38	1.0317779049660862e38	1.0306543245072618e38	1.0297047549044743e38	1.028928618966007e38	1.0283254453809528e38	1.027894868156104e38	1.0276366261790596e38	1.0275505629068079e38
2.497181462170323e38	2.4496916728608958e38	2.403713324266558e38	2.35919190372465e38	2.316075022973631e38	2.2743123506955703e38	2.2338555440612287e38	2.1946581799237496e38	2.15667568618849e38	2.119865273793424e38	2.0841858696473572e38	2.049598050805504e38	2.016063980101489e38	1.9835473434051414e38	1.952013288633003e38	1.9214283666035718e38	1.8917604737991925e38	1.8629787970729597e38	1.835053760317179e38	1.8079569730947523e38	1.781661181220336e38	1.7561402192669005e38	1.7313689649649567e38	1.707323295454577e38	1.683980045344501e38	1.6613169665287795e38	1.639312689708595e38	1.617946687564235e38	1.597199239521246e38	1.5770513980542548e38	1.557484956471111e38	1.5384824181212786e38	1.5200269669718753e38	1.5021024394968513e38	1.4846932978247533e38	1.4677846040929973e38	1.4513619959568564e38	1.4354116632040949e38	1.4199203254265798e38	1.4048752107030042e38	1.3902640352475888e38	1.3760749839821091e38	1.3622966919895562e38	1.3489182268101926e38	1.3359290715414563e38	1.3233191087060908e38	1.3110786048528562e38	1.2991981958572556e38	1.2876688728900464e38	1.2764819690236193e38	1.2656291464468898e38	1.255102384261546e38	1.2448939668331034e38	1.2349964726718768e38	1.225402763820046e38	1.216105975722034e38	1.2070995075567794e38	1.1983770130112839e38	1.1899323914759659e38	1.181759779643272e38	1.1738535434918829e38	1.1662082706399311e38	1.1588187630510377e38	1.1516800300784494e38	1.144787281832583e38	1.1381359228586584e38	1.1317215461113353e38	1.1255399272142135e38	1.1195870189925986e38	1.1138589462684432e38	1.1083520009071807e38	1.1030626371064846e38	1.0979874669176743e38	1.0931232559909194e38	1.0884669195358507e38	1.084015518489782e38	1.0797662558859942e38	1.0757164734150851e38	1.071863648172822e38	1.0682053895881346e38	1.064739436525471e38	1.061463654556023e38	1.058376033392516e38	1.0554746844829152e38	1.052757838758327e38	1.0502238445310448e38	1.0478711655386846e38	1.0456983791308606e38	1.0437041745949798e38	1.04188735161808e38	1.040246818881866e38	1.0387815927883879e38	1.0374907963139745e38	1.036373657989342e38	1.0354295110040416e38	1.034657792433549e38	1.0340580425876569e38	1.0336299044789345e38	1.0333731234102997e38	1.0332875466809908e38
2.4684816690948446e38	2.423000509711209e38	2.378905240845112e38	2.336149923030812e38	2.2946901079691507e38	2.2544828203499613e38	2.2154865348219893e38	2.1776611490238792e38	2.1409679534712016e38	2.1053695989821838e38	2.070830062226987e38	2.0373146099009196e38	2.0047897619478944e38	1.9732232541953627e38	1.9425840007071055e38	1.9128420561099665e38	1.8839685781104736e38	1.8559357903788847e38	1.8287169459481407e38	1.8022862912471835e38	1.776619030865619e38	1.751691293125121e38	1.727480096517604e38	1.70396331705441e38	1.6811196565578163e38	1.6589286119171628e38	1.6373704453212328e38	1.6164261554716247e38	1.5960774497758685e38	1.5763067175129667e38	1.5570970039605256e38	1.5384319854681065e38	1.5202959454596559e38	1.5026737513443903e38	1.4855508323147205e38	1.468913158007837e38	1.4527472180065611e38	1.4370400021548556e38	1.4217789816622502e38	1.4069520909718942e38	1.3925477103664483e38	1.3785546492863738e38	1.3649621303354279e38	1.351759773948373e38	1.3389375836967751e38	1.3264859322086541e38	1.3143955476789035e38	1.302657500947782e38	1.2912631931253976e38	1.2802043437407679e38	1.2694729793949493e38	1.2590614228981784e38	1.2489622828717378e38	1.2391684437960769e38	1.2296730564873028e38	1.2204695289848236e38	1.2115515178337188e38	1.2029129197460242e38	1.194547863625714e38	1.186450702942897e38	1.1786160084432159e38	1.1710385611793287e38	1.16371334585159e38	1.156635544445758e38	1.1498005301563148e38	1.1432038615840218e38	1.1368412771974384e38	1.1307086900481514e38	1.1248021827301374e38	1.1191180025741725e38	1.1136525570685947e38	1.108402409498082e38	1.1033642747926572e38	1.0985350155794471e38	1.0939116384300862e38	1.0894912902971052e38	1.0852712551328878e38	1.0812489506852104e38	1.0774219254637297e38	1.0737878558719233e38	1.0703445434995374e38	1.0670899125707095e38	1.0640220075433148e38	1.0611389908553192e38	1.0584391408141666e38	1.05592084962559e38	1.05358262155835e38	1.0514230712417375e38	1.0494409220929221e38	1.04763500487137e38	1.0460042563578603e38	1.0445477181558583e38	1.0432645356131116e38	1.0421539568617114e38	1.0412153319748496e38	1.0404481122389462e38	1.0398518495398598e38	1.0394261958620814e38	1.0391709029001175e38	1.0390858217813812e38
2.4410993908151386e38	2.3974986670370383e38	2.355171130183918e38	2.3140780923602558e38	2.2741818653394777e38	2.235445775855494e38	2.1978341739913424e38	2.1613124356514302e38	2.1258469599887772e38	2.0914051625539555e38	2.057955464841377e38	2.0254672808244566e38	1.9939110009989128e38	1.9632579743874417e38	1.933480488901298e38	1.904551750402265e38	1.8764458607639478e38	1.8491377951903273e38	1.8226033790143674e38	1.7968192641686806e38	1.7717629054916472e38	1.7474125370095927e38	1.7237471483133455e38	1.7007464611297458e38	1.678390906171723e38	1.65666160033712e38	1.6355403243133887e38	1.6150095006350419e38	1.5950521722310734e38	1.5756519814916804e38	1.5567931498764234e38	1.5384604580800313e38	1.520639226766895e38	1.503315297880618e38	1.486475016531745e38	1.4701052134626553e38	1.4541931880868177e38	1.4387266920968332e38	1.4236939136337682e38	1.4090834620087774e38	1.3948843529669887e38	1.3810859944820738e38	1.367678173069597e38	1.3546510406062985e38	1.3419951016422718e38	1.329701201192274e38	1.3177605129927463e38	1.3061645282104702e38	1.2949050445892294e38	1.2839741560206275e38	1.2733642425254388e38	1.263067960631991e38	1.2530782341385368e38	1.2433882452463115e38	1.2339914260509384e38	1.2248814503795697e38	1.2160522259617998e38	1.2074978869226429e38	1.1992127865862107e38	1.1911914905791032e38	1.1834287702228581e38	1.1759195962052785e38	1.1686591325205605e38	1.1616427306689609e38	1.154865924106515e38	1.1483244229362595e38	1.142014108832307e38	1.1359310301887625e38	1.1300713974856363e38	1.1244315788643187e38	1.119008095905496e38	1.1137976196026832e38	1.1087969665248582e38	1.1040030951620603e38	1.099413102447905e38	1.095024220453538e38	1.0908338132475805e38	1.0868393739170374e38	1.083038521744284e38	1.0794289995356513e38	1.0760086710972031e38	1.0727755188537213e38	1.0697276416069656e38	1.0668632524296538e38	1.0641806766917229e38	1.0616783502157445e38	1.0593548175584602e38	1.05720873041577e38	1.0552388461484997e38	1.0534440264266292e38	1.051823235989882e38	1.0503755415225468e38	1.0491001106408596e38	1.0479962109912313e38	1.0470632094579612e38	1.0463005714790924e38	1.0457078604693793e38	1.0452847373494144e38	1.0450309601801527e38	1.044946383902315e38
2.414944310197458e38	2.3731079550226926e38	2.332443301081126e38	2.2929178128536526e38	2.2544995736576787e38	2.2171573230326405e38	2.18086048634633e38	2.1455791975573143e38	2.1112843159782057e38	2.0779474377970835e38	2.0455409030334824e38	2.014037798535851e38	1.98341195755974e38	1.953637956408543e38	1.9246911085632768e38	1.8965474566806792e38	1.8691837627953468e38	1.842577497021625e38	1.8167068250172595e38	1.791550594438276e38	1.76708832058714e38	1.7433001714312774e38	1.7201669521461136e38	1.697670089317675e38	1.6757916149215853e38	1.6545141501798286e38	1.6338208893827264e38	1.6136955837512668e38	1.5941225254038056e38	1.5750865314819748e38	1.5565729284816583e38	1.5385675368277262e38	1.5210566557246115e38	1.5040270483087297e38	1.4874659271242895e38	1.4713609399389064e38	1.4557001559121678e38	1.4404720521265326e38	1.425665500487283e38	1.4112697549956422e38	1.3972744393968084e38	1.3836695352033402e38	1.3704453700918438e38	1.3575926066706434e38	1.3451022316138983e38	1.3329655451575384e38	1.3211741509510725e38	1.3097199462588053e38	1.2985951125036497e38	1.2877921061460266e38	1.2773036498901952e38	1.2671227242101433e38	1.257242559186853e38	1.247656626648864e38	1.2383586326076873e38	1.229342509980155e38	1.220602411589188e38	1.2121327034350416e38	1.2039279582289743e38	1.1959829491814593e38	1.1882926440371084e38	1.1808521993489175e38	1.1736569549842471e38	1.1667024288554526e38	1.15998431186811e38	1.1534984630801233e38	1.1472409050649509e38	1.141207819472835e38	1.1353955427836237e38	1.1298005622455006e38	1.1244195119936837e38	1.119249169343771e38	1.114286451254382e38	1.1095284109540507e38	1.1049722347274967e38	1.1006152388567199e38	1.0964548667123784e38	1.0924886859913105e38	1.0887143860961767e38	1.0851297756533222e38	1.0817327801653397e38	1.0785214397948084e38	1.0754939072759667e38	1.0726484459513217e38	1.069983427930224e38	1.0674973323667204e38	1.0651887438541825e38	1.0630563509343172e38	1.0610989447183239e38	1.0593154176182522e38	1.0577047621865771e38	1.0562660700623921e38	1.0549985310225778e38	1.0539014321365579e38	1.0529741570234349e38	1.052216185210385e38	1.0516270915913259e38	1.0512065459851236e38	1.0509543127926411e38	1.0508702507521303e38
2.3899350268270554e38	2.3497576171603084e38	2.3106602599660325e38	2.2726156536053773e38	2.235596821149784e38	2.199577161707276e38	2.1645304938242757e38	2.1304310917933503e38	2.0972537156301275e38	2.0649736354131678e38	2.0335666506193542e38	2.0030091050279226e38	1.9732778977128745e38	1.944350490591674e38	1.9162049129541796e38	1.888819763352097e38	1.8621742091905685e38	1.8362479843285143e38	1.8110213849622682e38	1.786475264037546e38	1.7625910244082767e38	1.739350610937384e38	1.7167365017121376e38	1.6947316985279766e38	1.673319716776528e38	1.6524845748579747e38	1.6322107832238188e38	1.6124833331429044e38	1.5932876852726227e38	1.5746097581068141e38	1.5564359163624427e38	1.5387529593595144e38	1.5215481094408507e38	1.504809000472267e38	1.4885236664579017e38	1.4726805302997519e38	1.4572683927268778e38	1.4422764214148187e38	1.4276941403128198e38	1.413511419192979e38	1.3997184634326121e38	1.3863058040391435e38	1.373264287924201e38	1.3605850684317924e38	1.3482595961242293e38	1.3362796098274591e38	1.3246371279366596e38	1.313324439981653e38	1.3023340984509368e38	1.2916589108722612e38	1.2812919321469722e38	1.2712264571349576e38	1.2614560134863472e38	1.251974354715914e38	1.2427754535157302e38	1.2338534953013648e38	1.2252028719867638e38	1.2168181759828177e38	1.2086941944144703e38	1.2008259035511803e38	1.193208463445579e38	1.1858372127750505e38	1.1787076638811045e38	1.171815498001372e38	1.1651565606891382e38	1.1587268574155114e38	1.152522549349129e38	1.1465399493088593e38	1.1407755178846028e38	1.1352258597217516e38	1.1298877199648587e38	1.124757980856135e38	1.1198336584847767e38	1.1151118996829346e38	1.1105899790645598e38	1.1062652962033501e38	1.1021353729462673e38	1.0981978508590789e38	1.09445048880078e38	1.090891160623635e38	1.087517852995891e38	1.0843286633443498e38	1.0813217979140316e38	1.0784955699423724e38	1.075848397945601e38	1.0733788041149932e38	1.0710854128207571e38	1.068966949221746e38	1.0670222379790008e38	1.0652502020713855e38	1.0636498617118247e38	1.0622203333626e38	1.060960828848401e38	1.0598706545659258e38	1.0589492107889865e38	1.0581959910681592e38	1.057610581724141e38	1.0571926614342027e38	1.0569420009110792e38	1.0568584626739388e38
2.3659979328469166e38	2.3273834279014396e38	2.28976598654352e38	2.2531227701768068e38	2.2174310389201557e38	2.1826682110592686e38	2.1488119148666036e38	2.1158400334992355e38	2.0837307436303957e38	2.0524625484247408e38	2.0220143054171688e38	1.9923652498138384e38	1.9634950136889056e38	1.935383641511324e38	1.9080116023993174e38	1.8813597994630733e38	1.8554095765652394e38	1.8301427227974183e38	1.805541474943463e38	1.7815885181738437e38	1.7582669851924348e38	1.7355604540347443e38	1.7134529446967566e38	1.6919289147557184e38	1.670973254127204e38	1.6505712790879333e38	1.6307087256801836e38	1.61137174260089e38	1.592546883667833e38	1.5742210999442693e38	1.5563817315951552e38	1.5390164995389297e38	1.5221134969518942e38	1.5056611806751642e38	1.489648362568234e38	1.4740642008477844e38	1.4588981914452594e38	1.4441401594126694e38	1.4297802504017405e38	1.4158089222385185e38	1.4022169366117659e38	1.3889953508915157e38	1.376135510090751e38	1.3636290389815493e38	1.3514678343751228e38	1.3396440575729094e38	1.3281501269948302e38	1.3169787109892949e38	1.3061227208282858e38	1.2955753038898681e38	1.285329837029548e38	1.2753799201410733e38	1.2657193699065911e38	1.2563422137355082e38	1.247242683890743e38	1.2384152118008473e38	1.2298544225558895e38	1.2215551295846772e38	1.2135123295109604e38	1.2057211971854191e38	1.1981770808908145e38	1.1908754977168186e38	1.1838121291015574e38	1.1769828165363404e38	1.170383557430378e38	1.1640105011318814e38	1.1578599451023791e38	1.1519283312406655e38	1.1462122423531118e38	1.140708398766923e38	1.1354136550832436e38	1.1303249970665962e38	1.1254395386678053e38	1.1207545191771205e38	1.1162673005046694e38	1.1119753645852253e38	1.1078763109045887e38	1.1039678541448096e38	1.10024782194561e38	1.0967141527795513e38	1.0933648939384493e38	1.0901981996288916e38	1.0872123291743954e38	1.08440564532241e38	1.081776612653939e38	1.0793237960940576e38	1.07704585952148e38	1.0749415644755366e38	1.0730097689590602e38	1.071249426335636e38	1.069659584320017e38	1.068239384060346e38	1.066988059311178e38	1.0659049356962378e38	1.0649894300600257e38	1.0642410499074807e38	1.063659392930999e38	1.0632441466242564e38	1.0629950879823328e38	1.062912083287772e38
2.3430662606228423e38	2.3059269232489093e38	2.2697093123039847e38	2.234394402705053e38	2.199963095758006e38	2.166396282607342e38	2.133674900604333e38	2.101779983171809e38	2.0706927037145644e38	2.0403944140875648e38	2.0108666781058623e38	1.9820913005445847e38	1.9540503520485327e38	1.9267261903383686e38	1.900101478072692e38	1.8741591976969085e38	1.848882663582541e38	1.8242555317371017e38	1.8002618073399754e38	1.7768858503383575e38	1.7541123793169257e38	1.7319264738357753e38	1.7103135754134048e38	1.6892594873155015e38	1.6687503732953211e38	1.6487727554174441e38	1.6293135110840136e38	1.6103598693711153e38	1.5918994067724243e38	1.5739200424369762e38	1.5564100329797629e38	1.5393579669351295e38	1.5227527589162234e38	1.5065836435363665e38	1.4908401691428345e38	1.4755121914074766e38	1.4605898668139213e38	1.4460636460765771e38	1.4319242675224192e38	1.41816275046294e38	1.4047703885804788e38	1.3917387433497672e38	1.3790596375133614e38	1.3667251486265894e38	1.3547276026861265e38	1.3430595678537859e38	1.3317138482857403e38	1.3206834780756685e38	1.309961715318962e38	1.2995420363039011e38	1.2894181298345852e38	1.2795838916893912e38	1.270033419217961e38	1.2607610060789e38	1.2517611371195567e38	1.2430284833989444e38	1.2345578973541239e38	1.2263444081099594e38	1.2183832169317403e38	1.2106696928200604e38	1.2031993682465436e38	1.1959679350293676e38	1.1889712403468681e38	1.182205282887506e38	1.1756662091343561e38	1.1693503097821682e38	1.163254016284784e38	1.157373897530881e38	1.1517066566458034e38	1.146249127917246e38	1.1409982738425178e38	1.1359511822951875e38	1.131105063808738e38	1.1264572489752412e38	1.1220051859565897e38	1.1177464381062973e38	1.1136786816997137e38	1.1097997037705628e38	1.1061074000518587e38	1.1025997730191265e38	1.0992749300342947e38	1.0961310815881144e38	1.093166539639684e38	1.0903797160512374e38	1.0877691211166139e38	1.0853333621820372e38	1.0830711423575981e38	1.0809812593182398e38	1.0790626041929334e38	1.07731416054085e38	1.0757350034134778e38	1.0743242985016726e38	1.0730813013666757e38	1.0720053567543722e38	1.0710958979919248e38	1.0703524464662078e38	1.0697746111834488e38	1.0693620884095956e38	1.069114661390988e38	1.0690322001550893e38
2.3210792715633304e38	2.285334741432558e38	2.250443384839147e38	2.2163894408718065e38	2.1831569450216863e38	2.1507297937406607e38	2.1190918025955646e38	2.088226758476726e38	2.058118466299208e38	2.028750790622166e38	2.000107692585956e38	1.97217326254842e38	1.9449317487791082e38	1.9183675825474784e38	1.8924653999214517e38	1.8672100605694332e38	1.842586663840116e38	1.8185805623734743e38	1.795177373477989e38	1.7723629884912073e38	1.7501235803235037e38	1.728445609368917e38	1.7073158279521655e38	1.6867212834661992e38	1.6666493203425463e38	1.6470875809832055e38	1.6280240057725922e38	1.6094468322767874e38	1.5913445937281106e38	1.5737061168835488e38	1.5565205193379618e38	1.5397772063646281e38	1.5234658673495318e38	1.507576471878583e38	1.4920992655317749e38	1.4770247654325251e38	1.4623437555957939e38	1.4480472821137698e38	1.4341266482143278e38	1.4205734092233456e38	1.4073793674587796e38	1.3945365670813542e38	1.3820372889237924e38	1.3698740453182874e38	1.3580395749392737e38	1.3465268376767396e38	1.3353290095534022e38	1.3244394776973748e38	1.3138518353803977e38	1.3035598771304015e38	1.2935575939259236e38	1.2838391684787423e38	1.274398970610259e38	1.2652315527259969e38	1.256331645392113e38	1.2476941530169014e38	1.2393141496397265e38	1.2311868748291212e38	1.2233077296915712e38	1.215672272991879e38	1.2082762173854938e38	1.2011154257631894e38	1.1941859077079362e38	1.1874838160635577e38	1.1810054436146857e38	1.1747472198772042e38	1.168705707998326e38	1.1628776017650933e38	1.157259722720373e38	1.1518490173848667e38	1.1466425545839055e38	1.1416375228776284e38	1.1368312280931394e38	1.1322210909570447e38	1.1278046448271441e38	1.123579533521498e38	1.1195435092436368e38	1.1156944306022705e38	1.112030260724168e38	1.1085490654587203e38	1.105249011672739e38	1.1021283656343366e38	1.099185491484315e38	1.0964188497939963e38	1.0938269962081602e38	1.0914085801719973e38	1.0891623437409532e38	1.0870871204723268e38	1.0851818343977917e38	1.0834454990757538e38	1.0818772167228014e38	1.0804761774233328e38	1.0792416584167822e38	1.078173023461565e38	1.0772697222753935e38	1.076531290051178e38	1.0759573470482704e38	1.0755475982585246e38	1.075301833146901e38	1.0752199254663645e38
